CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,Contract,PaymentMethod,TotalCharges,Churn
CUST00385,Female,0,13,69.73,Month-to-month,Electronic check,872.33,No
CUST00386,Male,0,53,43.03,Month-to-month,Credit card,2236.81,Yes
CUST00387,Male,0,32,24.46,One year,Credit card,814.99,No
CUST00388,Male,0,16,61.56,Two year,Electronic check,966.1,No
CUST00389,Male,0,32,50.19,Month-to-month,Credit card,1596.25,Yes
CUST00390,Male,0,32,96.11,One year,Electronic check,3075.8,No
CUST00391,Male,1,11,55.43,One year,Mailed check,643.68,No
CUST00392,Female,1,10,114.91,Month-to-month,Credit card,1164.18,Yes
CUST00393,Female,0,15,116.23,Month-to-month,Credit card,1754.96,No
CUST00394,Male,0,17,82.09,Month-to-month,Electronic check,1363.1,Yes
CUST00395,Female,0,40,112.87,Month-to-month,Credit card,4516.12,Yes
CUST00396,Female,0,18,96.09,Month-to-month,Bank transfer,1751.16,Yes
CUST00397,Female,1,55,74.69,Month-to-month,Mailed check,4155.28,No
CUST00398,Female,0,25,38.03,Month-to-month,Mailed check,920.89,No
CUST00399,Male,0,59,65.86,Month-to-month,Credit card,3836.69,No
CUST00400,Female,0,22,76.09,Two year,Credit card,1631.51,No
CUST00401,Female,0,30,106.4,Month-to-month,Bank transfer,3179.59,Yes
CUST00402,Male,0,44,68.13,One year,Bank transfer,3029.77,No
CUST00403,Male,0,32,109.77,Month-to-month,Credit card,3463.35,Yes
CUST00404,Female,0,51,87.43,Month-to-month,Credit card,4454.6,No
CUST00405,Female,1,46,33.7,Two year,Bank transfer,1533.12,No
CUST00406,Female,1,21,119.5,Month-to-month,Electronic check,2464.75,Yes
CUST00407,Female,0,32,72.72,Month-to-month,Bank transfer,2322.06,Yes
CUST00408,Female,0,39,59.19,One year,Electronic check,2283.88,No
CUST00409,Female,0,12,85.91,Month-to-month,Mailed check,1016.11,Yes
CUST00410,Male,0,47,30.89,Month-to-month,Mailed check,1472.39,Yes
CUST00411,Female,0,18,83.65,Month-to-month,Bank transfer,1507.86,Yes
CUST00412,Female,0,21,69.82,Month-to-month,Electronic check,1428.68,Yes
CUST00413,Male,0,13,60.67,Month-to-month,Bank transfer,834.85,Yes
CUST00414,Male,0,21,115.3,Month-to-month,Bank transfer,2434.89,No
CUST00415,Male,0,8,72.25,Two year,Electronic check,604.59,No
CUST00416,Male,0,46,41.91,One year,Bank transfer,1885.78,No
CUST00417,Female,1,7,65.9,One year,Mailed check,416.01,No
CUST00418,Female,0,23,111.94,One year,Credit card,2526.56,No
CUST00419,Female,0,22,37.61,Two year,Credit card,796.3,No
CUST00420,Female,1,22,41.4,Month-to-month,Bank transfer,902.24,No
CUST00421,Female,0,29,21.3,Two year,Electronic check,661.28,No
CUST00422,Female,1,13,21.42,One year,Electronic check,274.17,No
CUST00423,Male,0,2,102.94,One year,Mailed check,184.91,Yes
CUST00424,Female,0,29,93.21,Month-to-month,Electronic check,2709.28,No
CUST00425,Male,0,52,55.5,Month-to-month,Electronic check,2847.19,Yes
CUST00426,Male,0,27,89.83,Month-to-month,Mailed check,2436.36,Yes
CUST00427,Female,0,50,59.52,One year,Bank transfer,2982.84,No
CUST00428,Male,0,23,115.29,Month-to-month,Credit card,2680.87,Yes
CUST00429,Female,0,44,116.71,One year,Mailed check,5183.91,No
CUST00430,Male,0,22,59.28,Month-to-month,Bank transfer,1279.25,Yes
CUST00431,Female,1,43,105.42,Month-to-month,Mailed check,4534.03,Yes
CUST00432,Male,1,37,97.31,Month-to-month,Bank transfer,3641.36,Yes
CUST00433,Female,0,61,51.0,Month-to-month,Mailed check,3139.52,No
CUST00434,Female,0,56,43.2,Month-to-month,Bank transfer,2417.94,No
CUST00435,Female,0,3,65.82,Month-to-month,Mailed check,242.0,Yes
CUST00436,Female,0,63,98.13,Two year,Bank transfer,6137.91,No
CUST00437,Female,1,19,116.02,Month-to-month,Mailed check,2247.48,Yes
CUST00438,Male,0,23,96.36,Month-to-month,Credit card,2171.33,Yes
CUST00439,Male,0,29,105.52,One year,Credit card,3064.81,Yes
CUST00440,Male,0,30,80.31,Two year,Electronic check,2448.34,No
CUST00441,Female,0,39,103.54,One year,Bank transfer,4014.33,No
CUST00442,Male,0,25,98.44,Month-to-month,Mailed check,2458.22,Yes
CUST00443,Female,1,8,57.7,Two year,Bank transfer,444.03,No
CUST00444,Female,0,58,75.2,One year,Credit card,4406.81,No
CUST00445,Male,0,16,100.48,Month-to-month,Bank transfer,1640.04,Yes
CUST00446,Male,0,1,24.61,Month-to-month,Mailed check,45.51,Yes
CUST00447,Female,1,5,100.81,Month-to-month,Bank transfer,512.81,Yes
CUST00448,Male,1,3,37.79,Month-to-month,Mailed check,145.43,Yes
CUST00449,Female,0,65,71.47,One year,Credit card,4634.78,No
CUST00450,Female,0,4,100.83,Month-to-month,Credit card,398.08,Yes
CUST00451,Female,0,64,45.38,Two year,Credit card,2927.32,No
CUST00452,Female,0,10,44.58,Month-to-month,Electronic check,431.58,No
CUST00453,Female,1,21,60.28,Month-to-month,Credit card,1222.27,Yes
CUST00454,Male,0,46,109.46,Month-to-month,Bank transfer,4992.59,No
CUST00455,Male,0,27,20.04,Month-to-month,Electronic check,502.62,Yes
CUST00456,Female,0,66,110.14,One year,Credit card,7306.21,Yes
CUST00457,Female,0,41,35.38,One year,Bank transfer,1447.8,No
CUST00458,Male,0,13,119.01,Month-to-month,Bank transfer,1568.42,Yes
CUST00459,Male,0,9,115.48,Month-to-month,Bank transfer,1028.61,Yes
CUST00460,Female,0,36,69.47,Month-to-month,Mailed check,2476.79,No
CUST00461,Male,0,58,71.27,One year,Electronic check,4118.38,No
CUST00462,Female,0,54,68.15,Month-to-month,Bank transfer,3709.52,No
CUST00463,Male,0,12,83.54,Month-to-month,Mailed check,1015.0,Yes
CUST00464,Female,0,14,29.07,One year,Credit card,450.74,No
CUST00465,Male,0,34,23.26,Two year,Bank transfer,808.81,No
CUST00466,Female,0,53,25.77,Month-to-month,Mailed check,1372.83,No
CUST00467,Male,0,20,64.44,Month-to-month,Bank transfer,1299.82,No
CUST00468,Male,0,16,47.55,One year,Electronic check,805.04,No
CUST00469,Female,0,70,82.2,One year,Electronic check,5782.82,No
CUST00470,Male,0,56,119.24,Month-to-month,Credit card,6629.84,Yes
CUST00471,Female,1,58,58.63,Two year,Bank transfer,3403.95,No
CUST00472,Male,0,4,77.38,One year,Mailed check,328.35,Yes
CUST00473,Female,0,4,61.56,Month-to-month,Credit card,271.11,No
CUST00474,Male,0,20,104.73,Month-to-month,Bank transfer,2065.91,Yes
CUST00475,Female,0,10,110.22,Month-to-month,Credit card,1138.92,Yes
CUST00476,Male,0,24,107.74,One year,Mailed check,2631.34,Yes
CUST00477,Female,0,26,117.44,Month-to-month,Credit card,3027.11,No
CUST00478,Male,0,37,22.75,One year,Credit card,880.01,No
CUST00479,Female,0,54,103.98,One year,Credit card,5574.62,No
CUST00480,Female,0,21,95.18,Month-to-month,Bank transfer,1954.35,No
CUST00481,Female,0,38,42.87,One year,Mailed check,1591.98,No
CUST00482,Male,0,46,115.63,Two year,Electronic check,5274.75,No
CUST00483,Female,0,4,34.82,Month-to-month,Bank transfer,173.78,Yes
CUST00484,Male,0,60,87.95,Month-to-month,Electronic check,5232.91,No
CUST00485,Female,0,57,42.49,Month-to-month,Electronic check,2399.1,No
CUST00486,Male,0,45,63.14,Two year,Bank transfer,2801.68,No
CUST00487,Female,0,20,91.92,Two year,Bank transfer,1817.94,No
CUST00488,Male,0,17,76.33,Month-to-month,Mailed check,1256.67,Yes
CUST00489,Male,1,71,62.75,One year,Mailed check,4472.05,No
CUST00490,Female,0,4,52.63,Month-to-month,Credit card,173.85,Yes
CUST00491,Male,0,14,103.97,Month-to-month,Electronic check,1490.76,Yes
CUST00492,Male,0,3,34.38,Month-to-month,Mailed check,134.86,Yes
CUST00493,Female,0,58,63.01,Month-to-month,Credit card,3605.95,No
CUST00494,Male,0,55,110.38,Month-to-month,Mailed check,6110.47,Yes
CUST00495,Male,0,4,104.58,Month-to-month,Bank transfer,371.21,Yes
CUST00496,Male,1,24,60.09,Month-to-month,Mailed check,1416.12,No
CUST00497,Female,0,34,96.31,Two year,Electronic check,3227.78,No
CUST00498,Male,1,30,102.32,Month-to-month,Mailed check,3053.18,Yes
CUST00499,Female,0,19,108.89,Month-to-month,Electronic check,2070.3,No
CUST00500,Male,0,31,74.45,Month-to-month,Bank transfer,2337.61,No
CUST00501,Male,0,60,40.45,One year,Electronic check,2410.8,No
CUST00502,Male,1,60,45.53,Month-to-month,Mailed check,2752.35,Yes
CUST00503,Female,0,19,49.57,Month-to-month,Credit card,910.58,Yes
CUST00504,Male,1,49,79.38,Two year,Bank transfer,3914.68,No
CUST00505,Male,0,63,23.28,Month-to-month,Mailed check,1440.24,No
CUST00506,Female,0,22,83.6,Month-to-month,Bank transfer,1803.55,Yes
CUST00507,Male,1,24,56.44,One year,Bank transfer,1323.1,No
CUST00508,Female,0,30,49.52,Month-to-month,Mailed check,1453.81,No
CUST00509,Female,0,58,107.95,Month-to-month,Mailed check,6262.39,Yes
CUST00510,Male,0,31,66.0,Month-to-month,Credit card,2080.48,No
CUST00511,Female,1,64,29.51,Month-to-month,Bank transfer,1846.6,Yes
CUST00512,Male,1,19,102.67,Month-to-month,Bank transfer,1971.43,No
CUST00513,Female,0,48,24.76,Month-to-month,Mailed check,1203.91,No
CUST00514,Female,0,45,92.67,Month-to-month,Electronic check,4207.4,Yes
CUST00515,Male,1,55,97.39,Month-to-month,Mailed check,5330.86,No
CUST00516,Female,0,55,55.26,One year,Bank transfer,3034.31,No
CUST00517,Female,0,18,102.48,Month-to-month,Mailed check,1887.22,Yes
CUST00518,Female,1,63,71.57,Month-to-month,Credit card,4524.91,No
CUST00519,Female,0,47,66.33,Two year,Electronic check,3106.39,No
CUST00520,Female,0,57,24.54,One year,Mailed check,1361.92,No
CUST00521,Male,0,45,49.0,Month-to-month,Credit card,2181.25,No
CUST00522,Female,1,33,113.1,Two year,Bank transfer,3740.42,No
CUST00523,Male,1,17,59.18,Month-to-month,Mailed check,1027.88,No
CUST00524,Female,1,70,74.67,Month-to-month,Bank transfer,5189.34,No
CUST00525,Male,0,4,73.2,One year,Credit card,302.76,No
CUST00526,Male,1,20,79.04,Month-to-month,Bank transfer,1585.84,No
CUST00527,Female,1,47,26.13,Month-to-month,Credit card,1229.51,No
CUST00528,Female,0,15,56.22,Month-to-month,Credit card,862.31,No
CUST00529,Female,1,70,92.31,Month-to-month,Credit card,6495.44,Yes
CUST00530,Male,0,47,40.06,Month-to-month,Mailed check,1865.12,Yes
CUST00531,Female,0,9,40.36,Two year,Bank transfer,402.14,No
CUST00532,Male,0,16,21.01,Month-to-month,Bank transfer,302.22,Yes
CUST00533,Male,0,69,63.75,Two year,Electronic check,4366.05,No
CUST00534,Male,0,61,108.27,Month-to-month,Electronic check,6581.15,Yes
CUST00535,Female,0,10,25.19,One year,Electronic check,213.85,Yes
CUST00536,Female,0,50,39.11,One year,Electronic check,1928.53,No
CUST00537,Male,0,3,51.01,One year,Bank transfer,113.67,Yes
CUST00538,Male,0,70,93.17,Month-to-month,Credit card,6554.08,Yes
CUST00539,Female,0,51,84.06,Month-to-month,Credit card,4250.96,No
CUST00540,Male,0,19,61.59,Month-to-month,Mailed check,1194.94,No
CUST00541,Female,0,42,95.91,Two year,Credit card,3983.01,No
CUST00542,Male,0,35,80.96,One year,Bank transfer,2878.45,No
CUST00543,Female,0,46,109.6,Month-to-month,Bank transfer,5062.72,Yes
CUST00544,Male,1,26,101.8,Month-to-month,Bank transfer,2597.48,No
CUST00545,Female,0,69,45.28,Month-to-month,Mailed check,3150.71,Yes
CUST00546,Male,0,64,47.14,One year,Electronic check,3018.37,No
CUST00547,Female,0,37,32.54,Month-to-month,Credit card,1231.92,No
CUST00548,Female,1,49,53.7,One year,Bank transfer,2633.55,No
CUST00549,Male,0,21,119.95,Two year,Bank transfer,2533.05,No
CUST00550,Male,1,64,60.58,Month-to-month,Electronic check,3905.75,Yes
CUST00551,Female,0,5,42.05,Month-to-month,Bank transfer,200.76,No
CUST00552,Male,1,70,96.25,Month-to-month,Credit card,6687.77,Yes
CUST00553,Female,0,4,74.25,Month-to-month,Mailed check,331.99,Yes
CUST00554,Male,1,39,34.96,Month-to-month,Bank transfer,1351.53,No
CUST00555,Female,0,35,58.07,Month-to-month,Credit card,2032.05,Yes
CUST00556,Female,0,1,61.45,Two year,Bank transfer,12.23,No
CUST00557,Female,0,24,95.38,Month-to-month,Electronic check,2288.33,Yes
CUST00558,Female,0,57,22.07,Month-to-month,Bank transfer,1306.64,No
CUST00559,Female,0,70,46.9,Two year,Bank transfer,3260.83,No
CUST00560,Female,1,41,71.76,One year,Mailed check,2931.7,No
CUST00561,Male,1,54,46.88,Month-to-month,Electronic check,2550.24,No
CUST00562,Male,0,46,82.84,Month-to-month,Electronic check,3842.12,No
CUST00563,Male,0,60,68.19,Month-to-month,Mailed check,4083.14,No
CUST00564,Female,0,60,56.17,One year,Bank transfer,3351.17,No
CUST00565,Female,0,57,114.92,One year,Credit card,6594.22,Yes
CUST00566,Female,0,31,83.22,One year,Electronic check,2597.53,No
CUST00567,Female,0,24,32.99,Month-to-month,Electronic check,753.66,Yes
CUST00568,Male,0,36,76.01,One year,Bank transfer,2693.25,No
CUST00569,Male,0,30,98.07,Month-to-month,Bank transfer,2940.45,No
CUST00570,Female,0,24,90.85,Month-to-month,Electronic check,2152.41,Yes
CUST00571,Male,0,30,37.21,Month-to-month,Bank transfer,1091.7,No
CUST00572,Male,0,7,117.24,Month-to-month,Credit card,858.45,Yes
CUST00573,Female,0,35,64.88,Month-to-month,Electronic check,2229.76,No
CUST00574,Male,1,55,35.9,One year,Credit card,1996.04,No
CUST00575,Female,0,14,38.02,Two year,Credit card,509.39,No
CUST00576,Male,0,10,29.82,Month-to-month,Bank transfer,324.23,Yes
CUST00577,Female,0,16,100.35,Month-to-month,Credit card,1627.84,Yes
CUST00578,Female,0,54,32.2,Month-to-month,Bank transfer,1689.54,No
CUST00579,Female,1,70,32.51,Month-to-month,Mailed check,2276.61,Yes
CUST00580,Female,0,44,105.05,Month-to-month,Bank transfer,4586.13,No
CUST00581,Male,0,45,54.46,Two year,Credit card,2487.32,No
CUST00582,Female,0,56,23.09,Month-to-month,Mailed check,1330.2,No
CUST00583,Female,1,57,25.19,Month-to-month,Bank transfer,1427.66,No
CUST00584,Female,1,21,34.22,Month-to-month,Credit card,713.06,No
CUST00585,Male,0,68,41.34,Two year,Electronic check,2791.45,No
CUST00586,Female,0,50,86.51,One year,Electronic check,4347.16,No
CUST00587,Male,0,33,35.73,Two year,Bank transfer,1164.96,No
CUST00588,Female,1,7,31.89,One year,Bank transfer,200.01,No
CUST00589,Male,0,70,96.47,Month-to-month,Electronic check,6746.12,No
CUST00590,Male,1,15,87.11,Month-to-month,Credit card,1265.8,Yes
CUST00591,Female,0,32,63.53,One year,Credit card,2057.62,No
CUST00592,Male,0,20,74.93,Month-to-month,Credit card,1449.86,No
CUST00593,Female,0,15,51.2,Month-to-month,Bank transfer,782.45,No
CUST00594,Female,0,48,68.25,Month-to-month,Mailed check,3244.29,Yes
CUST00595,Female,0,71,70.67,Month-to-month,Mailed check,4990.81,No
CUST00596,Male,0,21,58.72,Month-to-month,Mailed check,1246.68,No
CUST00597,Male,0,42,110.66,Month-to-month,Mailed check,4697.01,Yes
CUST00598,Female,0,26,21.61,One year,Mailed check,589.63,No
CUST00599,Female,0,14,98.22,Month-to-month,Bank transfer,1347.66,No
CUST00600,Male,0,57,32.44,Month-to-month,Bank transfer,1816.68,No
CUST00601,Female,1,37,99.75,Month-to-month,Mailed check,3727.37,Yes
CUST00602,Female,1,58,81.59,Month-to-month,Bank transfer,4726.64,No
CUST00603,Female,1,21,104.33,Month-to-month,Bank transfer,2154.64,No
CUST00604,Male,1,69,29.75,Month-to-month,Mailed check,2088.97,No
CUST00605,Male,0,3,75.9,Month-to-month,Credit card,259.31,Yes
CUST00606,Male,0,37,70.11,Month-to-month,Bank transfer,2642.46,No
CUST00607,Female,0,49,90.62,Month-to-month,Credit card,4481.35,No
CUST00608,Female,0,19,73.43,Month-to-month,Bank transfer,1430.35,Yes
CUST00609,Female,0,12,74.07,Month-to-month,Bank transfer,844.1,Yes
CUST00610,Male,1,61,62.96,Month-to-month,Mailed check,3801.0,No
CUST00611,Female,0,41,50.88,Month-to-month,Bank transfer,2092.98,No
CUST00612,Female,0,33,68.23,One year,Electronic check,2254.74,No
CUST00613,Female,0,50,31.85,Month-to-month,Electronic check,1588.3,Yes
CUST00614,Female,0,68,116.15,Month-to-month,Mailed check,7887.88,Yes
CUST00615,Male,0,71,91.44,Month-to-month,Credit card,6485.36,No
CUST00616,Male,0,33,115.25,One year,Credit card,3810.18,Yes
CUST00617,Female,1,24,42.67,Two year,Credit card,974.29,No
CUST00618,Male,0,61,107.93,One year,Electronic check,6559.8,No
CUST00619,Male,0,61,100.88,One year,Credit card,6155.51,No
CUST00620,Female,1,28,87.72,Month-to-month,Credit card,2478.38,Yes
CUST00621,Female,1,58,82.5,One year,Mailed check,4752.42,Yes
CUST00622,Male,1,43,51.65,Month-to-month,Credit card,2225.64,No
CUST00623,Female,1,41,101.64,Month-to-month,Electronic check,4188.69,No
CUST00624,Male,0,39,70.15,Month-to-month,Electronic check,2730.31,No
CUST00625,Female,0,49,27.09,Month-to-month,Electronic check,1280.12,No
CUST00626,Male,0,17,51.29,Two year,Mailed check,866.86,No
CUST00627,Female,0,70,113.53,Month-to-month,Mailed check,7926.74,Yes
CUST00628,Male,0,70,105.07,One year,Bank transfer,7397.86,No
CUST00629,Male,0,65,118.19,Month-to-month,Credit card,7644.81,Yes
CUST00630,Male,0,5,82.8,Month-to-month,Mailed check,429.25,Yes
CUST00631,Female,0,2,44.75,Month-to-month,Electronic check,44.77,Yes
CUST00632,Male,0,22,36.28,Month-to-month,Electronic check,792.78,Yes
CUST00633,Male,0,57,38.69,One year,Mailed check,2210.73,No
CUST00634,Female,0,66,21.98,Month-to-month,Mailed check,1430.48,Yes
CUST00635,Female,0,16,59.07,Month-to-month,Mailed check,940.63,No
CUST00636,Male,1,51,39.14,One year,Bank transfer,1962.5,No
CUST00637,Male,0,39,61.17,Month-to-month,Electronic check,2366.04,Yes
CUST00638,Female,0,40,113.5,Two year,Bank transfer,4552.11,No
CUST00639,Female,0,38,63.05,Month-to-month,Bank transfer,2376.08,No
CUST00640,Female,1,60,107.8,Month-to-month,Credit card,6507.97,No
CUST00641,Female,0,59,80.55,Month-to-month,Electronic check,4765.29,Yes
CUST00642,Female,0,10,44.71,Month-to-month,Electronic check,440.96,Yes
CUST00643,Male,0,64,55.59,Month-to-month,Mailed check,3511.64,No
CUST00644,Female,0,63,28.39,One year,Mailed check,1788.52,No
CUST00645,Male,1,49,53.35,Two year,Credit card,2640.63,No
CUST00646,Male,0,64,87.75,One year,Bank transfer,5592.56,No
CUST00647,Male,0,32,27.21,Month-to-month,Mailed check,901.4,No
CUST00648,Female,1,7,40.54,Month-to-month,Mailed check,258.96,No
CUST00649,Male,1,21,58.14,Month-to-month,Electronic check,1253.31,No
CUST00650,Male,0,20,118.2,Month-to-month,Electronic check,2322.53,No
CUST00651,Female,1,26,98.49,One year,Mailed check,2597.36,Yes
CUST00652,Male,0,68,93.35,Month-to-month,Electronic check,6347.72,Yes
CUST00653,Male,0,15,31.62,Month-to-month,Credit card,453.95,No
CUST00654,Female,0,14,98.1,Month-to-month,Mailed check,1349.91,Yes
CUST00655,Male,0,27,98.53,Two year,Electronic check,2653.51,Yes
CUST00656,Male,0,40,80.11,Month-to-month,Credit card,3254.3,Yes
CUST00657,Male,1,58,119.04,Month-to-month,Electronic check,6876.35,Yes
CUST00658,Female,1,28,52.53,Month-to-month,Electronic check,1431.16,No
CUST00659,Female,0,26,114.13,Month-to-month,Electronic check,2975.88,No
CUST00660,Female,1,63,111.47,Month-to-month,Mailed check,7021.46,Yes
CUST00661,Male,0,66,21.15,Month-to-month,Bank transfer,1398.32,Yes
CUST00662,Male,0,25,65.01,One year,Electronic check,1641.94,No
CUST00663,Female,0,3,117.71,Month-to-month,Credit card,329.84,Yes
CUST00664,Male,0,44,30.31,One year,Mailed check,1374.71,No
CUST00665,Male,1,42,74.78,Two year,Mailed check,3134.33,No
CUST00666,Female,1,6,117.9,One year,Credit card,670.31,Yes
CUST00667,Female,0,39,75.55,Month-to-month,Electronic check,2970.68,No
CUST00668,Male,0,52,38.98,Month-to-month,Bank transfer,2041.27,No
CUST00669,Male,0,23,78.22,One year,Electronic check,1780.63,No
CUST00670,Male,0,50,40.44,One year,Credit card,2034.15,No
CUST00671,Female,1,43,71.97,Month-to-month,Mailed check,3066.7,Yes
CUST00672,Female,0,19,27.4,One year,Bank transfer,515.08,No
CUST00673,Female,0,69,80.55,Month-to-month,Mailed check,5597.89,No
CUST00674,Female,0,51,71.68,Month-to-month,Credit card,3619.03,Yes
CUST00675,Male,0,11,94.02,Month-to-month,Electronic check,1022.89,Yes
CUST00676,Female,0,12,83.07,Month-to-month,Bank transfer,1028.95,Yes
CUST00677,Female,0,8,74.96,Month-to-month,Mailed check,646.63,Yes
CUST00678,Female,0,24,88.98,One year,Mailed check,2130.91,Yes
CUST00679,Female,0,41,34.39,Month-to-month,Mailed check,1410.69,Yes
CUST00680,Female,1,36,79.54,Month-to-month,Electronic check,2870.66,No
CUST00681,Male,0,55,37.21,Month-to-month,Bank transfer,2089.78,Yes
CUST00682,Male,0,9,112.55,Month-to-month,Electronic check,1048.77,Yes
CUST00683,Female,1,47,26.83,Month-to-month,Electronic check,1228.07,No
CUST00684,Male,0,15,63.04,One year,Electronic check,939.28,No
CUST00685,Female,1,48,89.58,One year,Credit card,4296.24,No
CUST00686,Female,0,42,65.8,One year,Credit card,2792.51,No
CUST00687,Male,0,60,29.21,One year,Credit card,1762.89,No
CUST00688,Male,0,70,75.34,Month-to-month,Bank transfer,5289.22,Yes
CUST00689,Female,0,12,84.16,Month-to-month,Electronic check,1059.74,No
CUST00690,Female,0,2,90.38,Month-to-month,Electronic check,138.26,Yes
CUST00691,Female,0,7,57.33,Month-to-month,Credit card,373.61,Yes
CUST00692,Male,0,3,76.37,Two year,Electronic check,219.9,No
CUST00693,Female,0,3,65.07,Month-to-month,Electronic check,179.99,No
CUST00694,Female,0,27,87.21,Month-to-month,Mailed check,2306.83,Yes
CUST00695,Female,1,40,78.36,Two year,Electronic check,3093.58,No
CUST00696,Male,1,33,72.58,Two year,Mailed check,2413.24,No
CUST00697,Female,1,1,44.95,One year,Electronic check,82.88,No
CUST00698,Female,0,8,20.2,Month-to-month,Bank transfer,163.02,No
CUST00699,Male,0,32,37.41,Month-to-month,Credit card,1201.04,No
CUST00700,Female,0,48,31.71,Month-to-month,Mailed check,1497.59,Yes
CUST00701,Female,0,4,64.91,Month-to-month,Credit card,286.43,Yes
CUST00702,Male,0,70,81.23,Month-to-month,Mailed check,5711.28,No
CUST00703,Female,0,19,41.31,Month-to-month,Mailed check,793.73,No
CUST00704,Male,0,32,113.91,Two year,Mailed check,3616.39,No
CUST00705,Male,0,9,20.67,Month-to-month,Bank transfer,145.73,No
CUST00706,Female,0,12,97.23,One year,Electronic check,1123.18,No
CUST00707,Female,0,11,82.52,One year,Mailed check,916.99,Yes
CUST00708,Female,0,46,57.36,Month-to-month,Bank transfer,2671.06,No
CUST00709,Female,1,16,25.05,One year,Mailed check,436.63,No
CUST00710,Male,0,1,82.75,Month-to-month,Electronic check,79.11,Yes
CUST00711,Female,0,63,58.56,Month-to-month,Mailed check,3717.71,Yes
CUST00712,Male,0,21,113.63,One year,Bank transfer,2430.92,Yes
CUST00713,Female,0,30,74.2,Month-to-month,Electronic check,2203.52,Yes
CUST00714,Female,0,13,113.97,Two year,Bank transfer,1471.41,Yes
CUST00715,Female,0,34,42.05,Month-to-month,Electronic check,1472.85,No
CUST00716,Male,0,4,92.57,Month-to-month,Electronic check,354.1,Yes
CUST00717,Female,0,28,81.72,Month-to-month,Credit card,2329.55,Yes
CUST00718,Female,0,59,93.94,Month-to-month,Credit card,5590.56,Yes
CUST00719,Female,0,27,41.47,Month-to-month,Credit card,1135.87,No
CUST00720,Female,1,69,86.5,One year,Electronic check,6000.19,Yes
CUST00721,Male,0,25,69.8,One year,Mailed check,1769.95,No
CUST00722,Female,0,3,94.28,One year,Bank transfer,302.79,No
CUST00723,Male,1,68,52.7,Month-to-month,Bank transfer,3564.29,No
CUST00724,Male,0,25,109.01,One year,Bank transfer,2680.96,No
CUST00725,Male,0,20,28.43,One year,Credit card,552.91,No
CUST00726,Male,0,34,100.72,One year,Electronic check,3441.17,Yes
CUST00727,Male,0,26,106.13,Month-to-month,Credit card,2719.63,Yes
CUST00728,Male,1,5,101.73,One year,Mailed check,459.84,Yes
CUST00729,Female,0,61,71.27,One year,Electronic check,4311.44,No
CUST00730,Male,1,9,63.84,Month-to-month,Bank transfer,596.13,No
CUST00731,Male,0,50,119.63,One year,Credit card,6028.78,No
CUST00732,Male,0,6,42.92,Month-to-month,Credit card,305.83,No
CUST00733,Female,0,60,74.69,Month-to-month,Mailed check,4480.8,Yes
CUST00734,Female,0,44,87.07,Month-to-month,Mailed check,3868.02,Yes
CUST00735,Male,0,11,90.09,Month-to-month,Credit card,1014.67,Yes
CUST00736,Female,1,66,40.4,Month-to-month,Mailed check,2666.5,Yes
CUST00737,Male,0,47,85.4,One year,Bank transfer,4021.08,No
CUST00738,Male,1,3,101.84,Month-to-month,Mailed check,269.24,Yes
CUST00739,Female,0,30,25.0,One year,Mailed check,793.77,No
CUST00740,Male,1,21,111.15,Two year,Credit card,2319.34,No
CUST00741,Female,0,28,22.95,Month-to-month,Credit card,637.21,No
CUST00742,Female,0,62,55.6,Two year,Electronic check,3464.37,No
CUST00743,Male,1,33,21.58,Two year,Electronic check,695.53,No
CUST00744,Male,0,35,27.71,One year,Credit card,945.28,No
CUST00745,Female,0,52,111.12,One year,Mailed check,5791.34,No
CUST00746,Male,0,34,55.49,Two year,Mailed check,1839.16,No
CUST00747,Male,0,41,62.48,One year,Electronic check,2583.75,No
CUST00748,Male,1,51,41.53,Month-to-month,Electronic check,2119.43,No
CUST00749,Female,0,47,79.71,One year,Electronic check,3756.95,No
CUST00750,Female,0,58,79.48,One year,Bank transfer,4623.03,No
CUST00751,Male,0,57,57.22,Month-to-month,Bank transfer,3264.25,Yes
CUST00752,Female,0,23,53.3,Month-to-month,Electronic check,1234.15,No
CUST00753,Female,0,48,108.5,One year,Mailed check,5226.38,No
CUST00754,Female,0,22,58.33,Month-to-month,Electronic check,1308.57,No
CUST00755,Female,0,17,69.35,Two year,Bank transfer,1201.7,No
CUST00756,Female,0,69,48.33,Month-to-month,Mailed check,3371.73,No
CUST00757,Male,0,11,98.68,Month-to-month,Bank transfer,1054.42,Yes
CUST00758,Male,0,15,59.74,Month-to-month,Mailed check,886.21,Yes
CUST00759,Male,0,35,71.36,Month-to-month,Bank transfer,2542.38,No
CUST00760,Female,0,33,45.34,One year,Mailed check,1485.88,No
CUST00761,Female,0,16,118.77,Two year,Mailed check,1862.81,Yes
CUST00762,Male,0,34,49.15,One year,Mailed check,1673.64,No
CUST00763,Female,0,66,97.07,Month-to-month,Mailed check,6367.57,Yes
CUST00764,Male,0,40,62.75,Month-to-month,Credit card,2480.29,Yes
CUST00765,Male,0,28,40.62,One year,Bank transfer,1187.19,No
CUST00766,Male,0,47,99.97,Two year,Bank transfer,4702.73,No
CUST00767,Female,0,39,53.36,Month-to-month,Credit card,2059.45,Yes
CUST00768,Female,0,70,106.52,Month-to-month,Mailed check,7505.88,Yes
